satisfaction_level,last_evaluation,number_project,average_montly_hours,Work_accident,promotion_last_5years,salary,hire_date,move_date,end_date,leader_host,country_home,culture_home,country_host,culture_host,function_host,business Size_host,economic Perspective_host,fired_quit,buzz_bust
0.73,0.63,3,205,1,0,low,01-Oct-01,04-Mar-13,29-Feb-16,well placed talent,germany,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.6,0.73,3,140,1,0,low,20-May-02,03-Nov-14,31-Jul-19,key talent,ireland,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.8,0.77,5,256,0,0,low,01-Sep-11,01-Oct-12,31-Oct-17,well placed talent,lithuania,top-down,united states,egalitarian,operations,united states,positive,no,buzz
0.53,0.7,4,243,0,0,low,25-Jan-13,00-Jan-00,14-Nov-14,well placed talent,india,top-down,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.97,0.63,5,163,0,0,low,25-Jun-12,01-Aug-18,31-Jul-19,well placed talent,russia,hierarquical,united states,egalitarian,medical,united states,positive,no,buzz
0.64,0.99,3,167,0,0,low,11-Jan-12,02-Mar-15,31-Jul-18,consistent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.92,0.59,4,190,0,0,high,15-Jun-10,01-Jun-17,30-May-20,well placed talent,australia,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.6,0.57,5,145,1,0,low,07-Mar-11,27-Jun-16,26-Jun-19,poor perfomer,ireland,top-down,denmark,egalitarian,communication,sbu,positive,no,buzz
1,0.6,4,265,0,0,low,07-Sep-10,01-Jun-18,31-May-20,well placed talent,canada,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.69,0.63,4,272,0,0,low,16-Aug-10,01-Sep-18,31-Aug-21,well placed talent,portugal,top-down,united states,egalitarian,finance,united states,positive,no,buzz
0.53,0.55,5,140,0,0,low,09-Jan-10,01-Jul-19,30-Jun-22,key talent,norway,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.63,0.58,4,236,0,0,high,23-Aug-10,31-Aug-15,31-Aug-18,well placed talent,norway,consensual,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.57,0.89,4,255,1,0,low,01-Sep-10,01-Nov-17,01-Apr-18,well placed talent,south africa,consensual,united states,egalitarian,communication,united states,positive,no,buzz
0.79,0.45,5,131,0,0,low,01-Oct-10,28-Sep-15,28-Sep-18,well placed talent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.68,0.92,4,209,0,0,low,01-Mar-11,25-Jul-11,01-May-16,consistent,singapore,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.56,0.61,3,250,0,0,high,24-Jan-11,29-Feb-16,31-Dec-19,well placed talent,united states,egalitarian,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.5,0.55,3,201,1,0,low,07-Feb-11,31-Aug-15,31-Aug-19,key talent,canada,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.59,0.67,4,271,0,0,medium,30-Jan-11,01-Feb-16,01-Feb-17,key talent,mexico,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.34,0.76,6,237,0,0,high,22-Mar-11,28-Mar-16,27-Mar-19,consistent,taiwan,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.98,0.87,3,239,0,0,medium,09-Jul-12,00-Jan-00,01-Sep-14,key talent,venezuela,top-down,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.36,0.45,2,135,1,0,high,09-Jul-12,00-Jan-00,29-Dec-14,consistent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.6,0.58,2,182,0,0,medium,01-Apr-11,01-Mar-18,28-Feb-21,consistent,france,hierarquical,united states,egalitarian,medical,united states,positive,no,buzz
0.24,0.54,6,193,0,0,medium,09-Jul-12,01-Sep-18,29-Feb-20,consistent,united states,egalitarian,united states,egalitarian,compliance,united states,positive,no,buzz
0.67,0.72,4,192,1,0,medium,01-Jun-11,01-May-17,30-Apr-20,well placed talent,spain,hierarquical,denmark,egalitarian,market access,sbu,positive,no,buzz
0.17,0.6,5,144,0,0,medium,06-Jun-11,01-Aug-17,01-Aug-18,consistent,south africa,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.57,0.58,3,251,0,0,medium,20-Jun-11,01-Feb-16,01-Feb-19,key talent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.69,0.85,3,161,0,0,medium,01-Jul-11,01-Apr-18,31-Mar-20,consistent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.8,0.62,3,171,0,0,medium,11-Jul-11,04-Aug-14,04-Aug-17,consistent,united states,egalitarian,denmark,egalitarian,finance,sbu,positive,no,buzz
0.61,0.86,4,153,0,0,medium,11-Jul-11,01-Dec-17,30-Jun-18,consistent,russia,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.9,0.96,4,161,0,0,high,19-Sep-11,01-Jan-18,31-Dec-20,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.55,3,226,0,0,low,01-Sep-11,01-May-19,30-Apr-21,consistent,japan,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.72,0.7,3,193,0,0,medium,03-Oct-11,28-Jul-14,00-Jan-00,poor perfomer,sweden,consensual,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.9,0.66,4,204,0,0,medium,31-Oct-11,01-Feb-17,30-Nov-19,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.57,0.47,2,158,0,0,medium,21-Oct-11,01-Aug-18,31-Jul-19,well placed talent,finland,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.69,0.69,3,236,0,0,medium,10-Nov-11,02-Nov-15,02-Nov-18,consistent,brazil,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.57,0.68,4,191,0,0,medium,01-Jan-12,01-Sep-14,01-Sep-18,consistent,switzerland,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.52,0.59,6,104,0,0,medium,10-Jan-12,01-Jun-18,31-May-21,well placed talent,hungary,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.56,0.55,3,245,0,0,medium,08-Feb-12,25-Aug-14,25-Aug-18,well placed talent,france,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.8,0.74,3,186,1,0,medium,01-Apr-12,01-Dec-17,31-Dec-18,consistent,poland,consensual,united states,egalitarian,finance,united states,positive,no,buzz
1,0.75,5,168,1,0,medium,07-Jul-14,04-Jan-16,01-Jan-17,well placed talent,united states,egalitarian,denmark,egalitarian,regulatory affairs,sbu,positive,no,buzz
0.5,0.55,4,262,1,0,high,07-Jul-14,04-Jan-16,03-Jan-17,key talent,united states,egalitarian,united states,egalitarian,market access,united states,positive,no,buzz
0.35,0.67,2,116,0,0,low,01-Jul-12,31-Aug-15,31-Aug-20,well placed talent,switzerland,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.66,0.93,4,187,0,0,low,18-Jun-12,01-Jan-18,31-Dec-20,well placed talent,canada,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.9,0.9,5,184,0,0,low,14-May-12,04-May-15,04-May-18,consistent,france,hierarquical,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.9,0.53,4,155,0,0,high,28-May-12,30-May-16,30-May-19,consistent,ireland,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.88,1,5,190,0,0,low,01-Jul-12,00-Jan-00,29-Dec-14,well placed talent,france,hierarquical,united states,egalitarian,communication,united states,positive,no,buzz
0.83,0.64,3,242,0,0,low,05-Jul-12,04-Aug-14,04-Aug-18,well placed talent,singapore,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.8,0.64,5,204,0,0,low,11-Jul-16,01-Jul-18,30-Jun-21,key talent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.64,0.69,4,232,0,0,high,01-Jul-12,01-Mar-18,30-Apr-19,key talent,germany,consensual,united states,egalitarian,bts,united states,positive,no,buzz
0.72,0.59,4,245,0,0,low,16-Jul-12,01-Jan-19,30-Jun-20,well placed talent,colombia,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.67,0.61,3,251,0,0,low,19-Sep-12,01-Sep-18,31-Aug-20,consistent,belgium,consensual,united states,egalitarian,human resources,united states,positive,no,buzz
0.8,0.7,4,179,0,0,low,27-Aug-12,28-Nov-16,30-Apr-19,consistent,ireland,top-down,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.65,0.95,4,153,0,0,low,17-Sep-12,31-Aug-15,31-Aug-17,well placed talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.9,0.98,5,210,0,0,low,15-Oct-12,04-Jan-16,03-Jan-17,consistent,japan,hierarquical,united states,egalitarian,medical,united states,positive,no,buzz
0.68,0.8,2,257,1,0,low,01-Oct-12,01-Oct-18,31-Dec-19,well placed talent,germany,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.52,0.37,3,137,0,0,low,08-Oct-12,28-Mar-16,28-Sep-16,consistent,switzerland,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.68,0.93,4,179,0,0,medium,15-Nov-12,01-Jul-17,30-Jun-20,consistent,germany,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.74,4,213,0,0,medium,01-Jan-13,01-Mar-17,28-Feb-20,consistent,germany,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.86,0.79,3,106,1,0,medium,01-Jul-13,31-Aug-15,31-Aug-16,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.53,0.99,4,272,0,0,medium,26-Nov-12,29-Dec-14,31-Dec-15,key talent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.35,0.37,4,153,0,0,medium,23-Nov-12,04-Jan-16,03-Jan-19,consistent,spain,hierarquical,united states,egalitarian,legal,united states,positive,no,buzz
0.9,0.97,5,172,0,0,medium,03-Dec-12,28-Sep-15,30-Sep-17,consistent,united states,egalitarian,united states,egalitarian,medical,united states,positive,no,buzz
0.66,0.95,4,224,0,0,medium,14-Jan-13,01-Jul-17,30-Jun-19,consistent,singapore,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.58,0.71,3,230,1,0,medium,04-Nov-13,03-Aug-15,31-Jul-18,key talent,united states,egalitarian,denmark,egalitarian,human resources,sbu,positive,no,buzz
0.55,0.97,4,222,0,0,medium,08-Jul-13,02-Jan-17,02-Jan-20,consistent,united states,egalitarian,united states,egalitarian,regulatory affairs,united states,positive,no,buzz
0.9,0.53,3,270,0,0,medium,07-Jul-14,04-Jan-16,04-Jan-17,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.75,0.71,4,205,0,0,medium,12-Apr-13,01-Sep-18,31-Aug-20,key talent,sweden,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.63,4,134,1,0,medium,13-May-13,01-Jul-18,00-Jan-00,consistent,united states,egalitarian,denmark,egalitarian,operations,sbu,positive,no,buzz
0.14,0.54,5,275,1,0,high,13-May-13,04-Jan-16,03-Jan-19,consistent,japan,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.9,0.57,4,183,0,0,low,02-May-13,01-Feb-19,31-Jan-20,consistent,turkey,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.56,0.84,4,143,0,0,medium,03-Jun-13,00-Jan-00,04-Nov-14,well placed talent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.54,0.63,5,259,0,0,medium,20-May-13,29-Dec-14,29-Dec-17,consistent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.36,0.8,5,186,0,0,medium,08-Jul-13,03-Aug-15,03-Aug-17,consistent,united states,egalitarian,united states,egalitarian,medical,united states,positive,no,buzz
0.9,0.59,3,155,0,0,medium,05-Jun-13,01-Feb-19,31-Jan-22,consistent,great britain,top-down,united states,egalitarian,finance,united states,positive,no,buzz
0.49,0.42,2,266,0,0,low,11-Jul-16,01-Jan-18,31-Dec-18,well placed talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.77,0.97,3,215,0,0,low,24-Jun-13,01-Mar-17,30-Jun-19,key talent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.64,0.83,4,179,0,0,low,16-Jul-13,01-Jan-19,31-Dec-21,well placed talent,france,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.93,0.53,3,217,0,0,low,01-Aug-13,01-May-17,30-Apr-18,well placed talent,brazil,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.96,0.94,5,235,0,0,low,12-Aug-13,01-Jun-15,31-May-17,key talent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.6,0.97,3,164,0,0,low,19-Aug-13,28-Mar-16,28-Mar-17,key talent,portugal,top-down,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.58,0.55,3,178,0,0,low,09-Sep-13,01-Jun-18,31-May-20,key talent,france,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.52,0.49,5,170,0,0,low,01-Jul-00,01-Sep-14,01-Sep-17,well placed talent,czech republic,egalitarian,united states,egalitarian,commercial,united states,positive,fired,bust
0.74,0.79,5,241,0,0,low,03-Jun-03,04-Feb-13,04-Feb-16,key talent,italy,hierarquical,united states,egalitarian,finance,united states,positive,fired,bust
0.64,0.99,4,222,0,0,low,01-Sep-05,24-Feb-14,28-Feb-17,well placed talent,spain,hierarquical,denmark,egalitarian,marketing,sbu,positive,fired,bust
0.93,0.59,3,233,0,0,low,01-Jan-09,27-Dec-10,31-Mar-15,well placed talent,norway,consensual,united states,egalitarian,commercial,united states,positive,fired,bust
0.76,0.49,5,243,0,0,low,01-Jul-02,02-Feb-15,30-Nov-19,well placed talent,new zealand,egalitarian,united states,egalitarian,commercial,united states,positive,fired,bust
0.5,0.54,4,175,0,0,low,21-Oct-06,27-Jan-14,11-Mar-16,consistent,australia,egalitarian,united states,egalitarian,legal,united states,positive,fired,bust
0.79,0.55,4,266,0,0,low,17-Nov-08,00-Jan-00,10-May-15,well placed talent,australia,egalitarian,denmark,egalitarian,medical,sbu,positive,fired,bust
0.79,0.7,5,201,0,0,low,01-Jul-09,01-Dec-14,01-Dec-19,poor perfomer,germany,consensual,united states,egalitarian,marketing,united states,positive,fired,bust
0.6,0.49,5,259,0,0,low,20-Jul-09,01-Jun-15,31-Mar-16,well placed talent,singapore,hierarquical,united states,egalitarian,human resources,united states,positive,fired,bust
0.84,0.73,5,130,0,0,low,16-Feb-10,25-Apr-11,01-Apr-16,well placed talent,canada,egalitarian,united states,egalitarian,regulatory affairs,united states,positive,fired,bust
0.75,0.99,5,189,0,0,low,11-Jun-12,00-Jan-00,12-Feb-15,key talent,spain,hierarquical,denmark,egalitarian,commercial,sbu,positive,fired,bust
0.24,0.91,4,232,0,0,low,18-Jun-01,30-Jun-14,12-Jun-15,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,quit,bust
0.24,0.91,5,258,0,0,low,30-Jun-94,31-Oct-11,06-Mar-15,well placed talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,quit,bust
0.51,0.58,5,173,0,0,low,22-Jun-81,31-Oct-16,31-Oct-18,well placed talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,quit,bust
0.5,0.88,4,147,0,0,medium,05-Apr-04,01-Jul-13,31-Jan-17,consistent,italy,hierarquical,denmark,egalitarian,commercial,sbu,positive,quit,bust
0.66,0.36,3,256,0,0,medium,02-Nov-92,28-Nov-11,13-Jun-16,well placed talent,italy,hierarquical,united states,egalitarian,finance,united states,positive,quit,bust
0.97,0.77,3,206,0,0,medium,02-Apr-12,04-Feb-13,31-May-17,key talent,ireland,top-down,united states,egalitarian,commercial,united states,positive,quit,bust
0.61,0.55,4,175,0,0,medium,27-Feb-06,26-Aug-13,31-Jan-17,key talent,great britain,top-down,united states,egalitarian,medical,united states,positive,quit,bust
0.9,0.49,4,274,1,0,medium,18-Jan-01,00-Jan-00,31-May-15,consistent,italy,hierarquical,denmark,egalitarian,finance,sbu,positive,quit,bust
0.74,0.64,3,229,0,0,medium,05-Sep-06,30-Aug-10,30-Nov-16,key talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,quit,bust
0.9,0.98,4,161,0,0,medium,15-Feb-01,04-Nov-13,30-Apr-17,consistent,united arab emirates,hierarquical,united states,egalitarian,commercial,united states,positive,quit,bust
0.9,0.99,2,188,0,0,medium,01-Apr-08,04-Nov-13,01-Sep-16,consistent,canada,egalitarian,united states,egalitarian,commercial,united states,positive,quit,bust
0.56,0.57,3,205,0,0,medium,07-Apr-08,25-Aug-14,25-Aug-17,consistent,italy,hierarquical,denmark,egalitarian,marketing,sbu,positive,quit,bust
0.82,0.63,3,246,0,0,medium,22-Mar-09,02-Nov-15,02-Nov-17,well placed talent,israel,hierarquical,united states,egalitarian,human resources,united states,positive,quit,bust
0.26,0.98,5,161,0,0,medium,19-Oct-09,30-Sep-13,00-Jan-00,consistent,australia,egalitarian,united states,egalitarian,marketing,united states,positive,quit,bust
0.69,0.85,5,246,0,0,medium,26-Oct-09,01-Dec-14,30-Nov-17,key talent,poland,consensual,united states,egalitarian,commercial,united states,positive,quit,bust
0.9,0.83,4,158,0,0,high,01-Jul-10,00-Jan-00,31-Oct-15,consistent,germany,consensual,denmark,egalitarian,marketing,sbu,positive,quit,bust
0.67,0.86,3,175,0,0,low,22-Apr-12,30-Apr-12,01-Apr-16,consistent,france,hierarquical,united states,egalitarian,marketing,united states,positive,quit,bust
0.9,0.91,5,268,1,0,medium,15-Sep-15,01-Apr-17,04-Aug-17,consistent,singapore,hierarquical,united states,egalitarian,operations,united states,positive,quit,bust
0.9,0.63,4,211,0,0,medium,13-Oct-03,26-Dec-11,29-Nov-15,consistent,france,hierarquical,united states,egalitarian,commercial,united states,positive,fired,bust
0.51,0.51,3,274,0,0,medium,01-Jan-08,00-Jan-00,29-Jun-15,consistent,colombia,top-down,denmark,egalitarian,medical,sbu,positive,fired,bust
0.77,0.52,4,241,0,0,medium,13-Jan-97,22-Aug-11,03-Jan-16,poor perfomer,spain,hierarquical,united states,egalitarian,commercial,united states,positive,fired,bust
0.65,0.71,3,170,0,0,low,01-Aug-05,00-Jan-00,03-Aug-15,consistent,denmark,egalitarian,united states,egalitarian,commercial,united states,positive,fired,bust
0.58,0.53,3,287,0,0,low,16-Oct-11,00-Jan-00,04-May-15,well placed talent,france,hierarquical,united states,egalitarian,communication,united states,positive,fired,bust
0.67,0.39,2,235,0,0,low,13-Jan-11,30-Sep-13,02-Oct-16,consistent,australia,egalitarian,denmark,egalitarian,marketing,sbu,positive,fired,bust
0.33,0.39,3,130,1,0,low,07-Jun-11,29-Feb-16,28-Feb-19,consistent,colombia,top-down,united states,egalitarian,finance,united states,positive,fired,bust
0.78,0.66,6,130,1,0,low,19-Dec-11,01-Aug-16,31-Jul-17,well placed talent,russia,hierarquical,united states,egalitarian,marketing,united states,positive,fired,bust
0.58,0.83,3,226,0,0,low,01-Apr-14,01-Aug-17,30-Jul-18,well placed talent,slovenia,consensual,united states,egalitarian,marketing,united states,positive,fired,bust
0.63,0.59,4,171,0,0,low,01-Apr-15,01-Apr-15,01-Apr-18,consistent,china,hierarquical,denmark,egalitarian,communication,sbu,positive,fired,bust
